product_id,product_name,category,cost_price
785,Amazon Product 785,Beauty,461.34
786,Amazon Product 786,Books,155.21
787,Amazon Product 787,Beauty,120.72
788,Amazon Product 788,Home & Kitchen,230.37
789,Amazon Product 789,Fashion,420.7
790,Amazon Product 790,Electronics,35.32
791,Amazon Product 791,Electronics,238.21
792,Amazon Product 792,Home & Kitchen,168.54
793,Amazon Product 793,Home & Kitchen,272.31
794,Amazon Product 794,Beauty,63.11
795,Amazon Product 795,Electronics,286.14
796,Amazon Product 796,Beauty,277.86
797,Amazon Product 797,Beauty,275.1
798,Amazon Product 798,Electronics,469.44
799,Amazon Product 799,Electronics,469.3
800,Amazon Product 800,Books,100.94
801,Amazon Product 801,Books,439.69
802,Amazon Product 802,Home & Kitchen,182.68
803,Amazon Product 803,Books,325.0
804,Amazon Product 804,Electronics,104.52
805,Amazon Product 805,Beauty,424.21
806,Amazon Product 806,Electronics,88.45
807,Amazon Product 807,Books,439.91
808,Amazon Product 808,Electronics,215.25
809,Amazon Product 809,Books,9.74
810,Amazon Product 810,Beauty,329.21
811,Amazon Product 811,Books,469.56
812,Amazon Product 812,Home & Kitchen,455.19
813,Amazon Product 813,Home & Kitchen,217.88
814,Amazon Product 814,Home & Kitchen,17.61
815,Amazon Product 815,Home & Kitchen,132.01
816,Amazon Product 816,Fashion,454.6
817,Amazon Product 817,Home & Kitchen,120.2
818,Amazon Product 818,Books,22.38
819,Amazon Product 819,Books,239.22
820,Amazon Product 820,Books,134.92
821,Amazon Product 821,Home & Kitchen,407.35
822,Amazon Product 822,Beauty,363.32
823,Amazon Product 823,Electronics,257.98
824,Amazon Product 824,Electronics,273.58
825,Amazon Product 825,Beauty,303.65
826,Amazon Product 826,Electronics,60.18
827,Amazon Product 827,Books,281.45
828,Amazon Product 828,Electronics,45.75
829,Amazon Product 829,Books,363.01
830,Amazon Product 830,Electronics,168.25
831,Amazon Product 831,Books,125.14
832,Amazon Product 832,Fashion,89.91
833,Amazon Product 833,Beauty,203.35
834,Amazon Product 834,Electronics,357.43
835,Amazon Product 835,Electronics,493.76
836,Amazon Product 836,Electronics,172.92
837,Amazon Product 837,Books,105.05
838,Amazon Product 838,Beauty,483.11
839,Amazon Product 839,Fashion,323.22
840,Amazon Product 840,Home & Kitchen,318.34
841,Amazon Product 841,Fashion,237.96
842,Amazon Product 842,Books,280.62
843,Amazon Product 843,Fashion,407.19
844,Amazon Product 844,Electronics,459.7
845,Amazon Product 845,Home & Kitchen,207.73
846,Amazon Product 846,Home & Kitchen,79.61
847,Amazon Product 847,Beauty,6.07
848,Amazon Product 848,Beauty,183.76
849,Amazon Product 849,Fashion,363.09
850,Amazon Product 850,Home & Kitchen,295.53
851,Amazon Product 851,Electronics,193.97
852,Amazon Product 852,Fashion,64.94
853,Amazon Product 853,Books,122.5
854,Amazon Product 854,Books,8.94
855,Amazon Product 855,Books,40.02
856,Amazon Product 856,Home & Kitchen,452.95
857,Amazon Product 857,Books,64.71
858,Amazon Product 858,Fashion,227.56
859,Amazon Product 859,Beauty,222.03
860,Amazon Product 860,Beauty,102.31
861,Amazon Product 861,Fashion,180.73
862,Amazon Product 862,Beauty,156.8
863,Amazon Product 863,Beauty,131.56
864,Amazon Product 864,Books,6.23
865,Amazon Product 865,Electronics,196.29
866,Amazon Product 866,Beauty,345.61
867,Amazon Product 867,Fashion,56.18
868,Amazon Product 868,Books,421.77
869,Amazon Product 869,Fashion,462.07
870,Amazon Product 870,Fashion,217.77
871,Amazon Product 871,Electronics,199.8
872,Amazon Product 872,Electronics,474.53
873,Amazon Product 873,Electronics,490.23
874,Amazon Product 874,Home & Kitchen,114.79
875,Amazon Product 875,Home & Kitchen,369.16
876,Amazon Product 876,Books,104.91
877,Amazon Product 877,Home & Kitchen,301.6
878,Amazon Product 878,Books,139.81
879,Amazon Product 879,Fashion,217.34
880,Amazon Product 880,Fashion,20.31
881,Amazon Product 881,Beauty,490.87
882,Amazon Product 882,Beauty,258.36
883,Amazon Product 883,Beauty,102.81
884,Amazon Product 884,Beauty,496.67
885,Amazon Product 885,Electronics,317.84
886,Amazon Product 886,Electronics,155.82
887,Amazon Product 887,Home & Kitchen,350.96
888,Amazon Product 888,Fashion,114.86
889,Amazon Product 889,Books,395.74
890,Amazon Product 890,Electronics,301.76
891,Amazon Product 891,Fashion,341.57
892,Amazon Product 892,Home & Kitchen,284.13
893,Amazon Product 893,Fashion,212.19
894,Amazon Product 894,Books,98.54
895,Amazon Product 895,Fashion,401.42
896,Amazon Product 896,Home & Kitchen,73.57
897,Amazon Product 897,Fashion,65.25
898,Amazon Product 898,Books,407.53
899,Amazon Product 899,Fashion,237.78
900,Amazon Product 900,Home & Kitchen,207.24
901,Amazon Product 901,Fashion,204.81
902,Amazon Product 902,Electronics,7.91
903,Amazon Product 903,Home & Kitchen,58.36
904,Amazon Product 904,Fashion,346.84
905,Amazon Product 905,Fashion,400.97
906,Amazon Product 906,Books,471.45
907,Amazon Product 907,Fashion,342.33
908,Amazon Product 908,Home & Kitchen,94.08
909,Amazon Product 909,Electronics,51.32
910,Amazon Product 910,Beauty,382.39
911,Amazon Product 911,Electronics,424.85
912,Amazon Product 912,Beauty,312.27
913,Amazon Product 913,Electronics,42.41
914,Amazon Product 914,Home & Kitchen,318.96
915,Amazon Product 915,Electronics,428.91
916,Amazon Product 916,Home & Kitchen,214.74
917,Amazon Product 917,Beauty,211.5
918,Amazon Product 918,Electronics,442.59
919,Amazon Product 919,Electronics,475.61
920,Amazon Product 920,Books,415.54
921,Amazon Product 921,Beauty,31.3
922,Amazon Product 922,Electronics,53.56
923,Amazon Product 923,Electronics,344.42
924,Amazon Product 924,Electronics,415.34
925,Amazon Product 925,Beauty,242.99
926,Amazon Product 926,Beauty,52.27
927,Amazon Product 927,Books,418.66
928,Amazon Product 928,Beauty,45.11
929,Amazon Product 929,Electronics,245.02
930,Amazon Product 930,Books,97.78
931,Amazon Product 931,Books,171.96
932,Amazon Product 932,Electronics,139.93
933,Amazon Product 933,Fashion,415.74
934,Amazon Product 934,Electronics,229.18
935,Amazon Product 935,Beauty,116.64
936,Amazon Product 936,Beauty,386.6
937,Amazon Product 937,Beauty,284.19
938,Amazon Product 938,Books,338.22
939,Amazon Product 939,Fashion,392.2
940,Amazon Product 940,Fashion,282.1
941,Amazon Product 941,Fashion,363.32
942,Amazon Product 942,Beauty,399.63
943,Amazon Product 943,Fashion,415.62
944,Amazon Product 944,Books,405.64
945,Amazon Product 945,Fashion,149.76
946,Amazon Product 946,Beauty,219.17
947,Amazon Product 947,Electronics,45.59
948,Amazon Product 948,Books,314.04
949,Amazon Product 949,Fashion,419.18
950,Amazon Product 950,Books,342.33
951,Amazon Product 951,Electronics,421.36
952,Amazon Product 952,Electronics,6.55
953,Amazon Product 953,Home & Kitchen,86.73
954,Amazon Product 954,Beauty,296.07
955,Amazon Product 955,Home & Kitchen,11.18
956,Amazon Product 956,Beauty,55.87
957,Amazon Product 957,Electronics,445.81
958,Amazon Product 958,Fashion,408.16
959,Amazon Product 959,Fashion,458.61
960,Amazon Product 960,Books,75.89
961,Amazon Product 961,Home & Kitchen,198.74
962,Amazon Product 962,Beauty,469.16
963,Amazon Product 963,Electronics,85.08
964,Amazon Product 964,Beauty,171.56
965,Amazon Product 965,Home & Kitchen,325.05
966,Amazon Product 966,Home & Kitchen,348.2
967,Amazon Product 967,Electronics,464.29
968,Amazon Product 968,Fashion,256.13
969,Amazon Product 969,Beauty,352.89
970,Amazon Product 970,Home & Kitchen,85.94
971,Amazon Product 971,Books,286.26
972,Amazon Product 972,Electronics,474.03
973,Amazon Product 973,Beauty,23.83
974,Amazon Product 974,Beauty,18.69
975,Amazon Product 975,Beauty,230.42
976,Amazon Product 976,Books,212.29
977,Amazon Product 977,Fashion,124.98
978,Amazon Product 978,Electronics,193.98
979,Amazon Product 979,Fashion,114.64
980,Amazon Product 980,Fashion,209.78
981,Amazon Product 981,Beauty,164.14
982,Amazon Product 982,Beauty,488.27
983,Amazon Product 983,Books,412.41
984,Amazon Product 984,Fashion,344.02
985,Amazon Product 985,Beauty,481.72
986,Amazon Product 986,Beauty,121.13
987,Amazon Product 987,Beauty,383.41
988,Amazon Product 988,Books,244.2
989,Amazon Product 989,Beauty,402.31
990,Amazon Product 990,Home & Kitchen,125.08
991,Amazon Product 991,Books,24.45
992,Amazon Product 992,Books,210.06
993,Amazon Product 993,Beauty,385.16
994,Amazon Product 994,Beauty,298.47
995,Amazon Product 995,Beauty,215.84
996,Amazon Product 996,Home & Kitchen,59.1
997,Amazon Product 997,Fashion,369.66
998,Amazon Product 998,Books,367.8
999,Amazon Product 999,Electronics,292.99
1000,Amazon Product 1000,Electronics,453.58
1001,Amazon Product 1001,Books,220.71
1002,Amazon Product 1002,Books,128.44
1003,Amazon Product 1003,Beauty,38.81
1004,Amazon Product 1004,Beauty,155.65
1005,Amazon Product 1005,Books,85.7
1006,Amazon Product 1006,Beauty,338.98
1007,Amazon Product 1007,Home & Kitchen,57.57
1008,Amazon Product 1008,Books,464.61
1009,Amazon Product 1009,Fashion,46.42
1010,Amazon Product 1010,Fashion,448.64
1011,Amazon Product 1011,Electronics,349.8
1012,Amazon Product 1012,Beauty,331.63
1013,Amazon Product 1013,Fashion,50.86
1014,Amazon Product 1014,Books,419.1
1015,Amazon Product 1015,Beauty,480.41
1016,Amazon Product 1016,Books,149.31
1017,Amazon Product 1017,Electronics,86.26
1018,Amazon Product 1018,Beauty,385.31
1019,Amazon Product 1019,Electronics,251.11
1020,Amazon Product 1020,Electronics,436.72
1021,Amazon Product 1021,Fashion,377.16
1022,Amazon Product 1022,Electronics,95.27
1023,Amazon Product 1023,Home & Kitchen,425.71
1024,Amazon Product 1024,Books,150.61
1025,Amazon Product 1025,Electronics,110.31
1026,Amazon Product 1026,Books,197.4
1027,Amazon Product 1027,Books,439.12
1028,Amazon Product 1028,Beauty,21.96
1029,Amazon Product 1029,Beauty,86.27
1030,Amazon Product 1030,Beauty,245.87
1031,Amazon Product 1031,Home & Kitchen,410.01
1032,Amazon Product 1032,Beauty,237.03
1033,Amazon Product 1033,Beauty,263.55
1034,Amazon Product 1034,Beauty,314.73
1035,Amazon Product 1035,Beauty,235.83
1036,Amazon Product 1036,Electronics,190.8
1037,Amazon Product 1037,Electronics,342.35
1038,Amazon Product 1038,Electronics,187.88
1039,Amazon Product 1039,Books,494.93
1040,Amazon Product 1040,Fashion,207.55
1041,Amazon Product 1041,Electronics,314.59
1042,Amazon Product 1042,Beauty,283.9
1043,Amazon Product 1043,Fashion,186.56
1044,Amazon Product 1044,Home & Kitchen,140.77
1045,Amazon Product 1045,Beauty,318.4
1046,Amazon Product 1046,Fashion,280.19
1047,Amazon Product 1047,Fashion,83.26
1048,Amazon Product 1048,Fashion,395.35
1049,Amazon Product 1049,Beauty,138.4
1050,Amazon Product 1050,Books,330.52
1051,Amazon Product 1051,Electronics,420.07
1052,Amazon Product 1052,Electronics,204.14
1053,Amazon Product 1053,Books,155.75
1054,Amazon Product 1054,Books,466.99
1055,Amazon Product 1055,Home & Kitchen,102.74
1056,Amazon Product 1056,Fashion,175.39
1057,Amazon Product 1057,Electronics,351.15
1058,Amazon Product 1058,Books,47.58
1059,Amazon Product 1059,Fashion,197.78
1060,Amazon Product 1060,Books,467.07
1061,Amazon Product 1061,Fashion,260.63
1062,Amazon Product 1062,Books,472.46
1063,Amazon Product 1063,Home & Kitchen,123.4
1064,Amazon Product 1064,Home & Kitchen,36.17
1065,Amazon Product 1065,Fashion,33.64
1066,Amazon Product 1066,Beauty,411.6
1067,Amazon Product 1067,Electronics,478.88
1068,Amazon Product 1068,Beauty,228.17
1069,Amazon Product 1069,Beauty,24.98
1070,Amazon Product 1070,Fashion,86.44
1071,Amazon Product 1071,Beauty,187.86
1072,Amazon Product 1072,Home & Kitchen,203.01
1073,Amazon Product 1073,Beauty,123.1
1074,Amazon Product 1074,Electronics,245.16
1075,Amazon Product 1075,Electronics,341.56
1076,Amazon Product 1076,Beauty,55.24
1077,Amazon Product 1077,Beauty,401.47
1078,Amazon Product 1078,Home & Kitchen,373.71
1079,Amazon Product 1079,Fashion,11.22
1080,Amazon Product 1080,Fashion,248.16
1081,Amazon Product 1081,Electronics,278.12
1082,Amazon Product 1082,Home & Kitchen,139.81
1083,Amazon Product 1083,Books,356.06
1084,Amazon Product 1084,Electronics,483.37
1085,Amazon Product 1085,Home & Kitchen,418.37
1086,Amazon Product 1086,Beauty,231.93
1087,Amazon Product 1087,Beauty,335.23
1088,Amazon Product 1088,Books,75.96
1089,Amazon Product 1089,Beauty,483.24
1090,Amazon Product 1090,Home & Kitchen,429.12
1091,Amazon Product 1091,Home & Kitchen,186.34
1092,Amazon Product 1092,Beauty,305.8
1093,Amazon Product 1093,Electronics,148.41
1094,Amazon Product 1094,Home & Kitchen,327.62
1095,Amazon Product 1095,Books,491.73
1096,Amazon Product 1096,Books,226.16
1097,Amazon Product 1097,Home & Kitchen,170.54
1098,Amazon Product 1098,Electronics,279.95
1099,Amazon Product 1099,Home & Kitchen,457.37
